city,state,name,longitude,latitude,url,description,length
Daytona Beach,Florida,Buncombe Hill Interpretive Trail,-81.16098,29.16651,http://www.tripleblaze.com/trail.php?c=3&i=3733,Ther is a restroom &amp; picnic pavilion. There is still some water in the 66 acre sinkhole lake.,2.00
Dunellon,Florida,Goethe State Forest/ Apex,-82.628627,29.176987,http://www.tripleblaze.com/trail.php?c=3&i=3085,"This trail is part of the Florida Trailwalker Program. Goethe State Forest has more than 15 different natural communities and may contain the largest tract of contiguous, old-growth longleaf pine flatwoods in the state. It also features scrubby flatwoods, dome swamp, sandhill, and basin swamp. The Apex trail is 1.8 miles long.",2.00
Cedar Key,Florida,Cedar Key Scrub State Reserve,-83.01544,29.18476,http://www.tripleblaze.com/trail.php?c=3&i=4808,Your walking through a scrub habitat. There is a restroom &amp; picnic tables &amp; a shelter with tables under it also.,14.00
Dunellon,Florida,Goethe State Forest/ Tidewater,-82.622791,29.18508,http://www.tripleblaze.com/trail.php?c=3&i=3082,"This trail is part of the Florida Trailwalker Program. Goethe State Forest has more than 15 different natural communities and may contain the largest tract of contiguous, old-growth longleaf pine flatwoods in the state. It also features scrubby flatwoods, dome swamp, sandhill, and basin swamp. Tidewater is a loop trail extending a total of 10 miles but there are shortcuts if you want to take a shorter hike.",2.00
Silver Springs,Florida,Silver River State Park,-82.034394,29.200245,http://www.tripleblaze.com/trail.php?c=3&i=3277,"Silver River State Park is home to 10 distinct natural communities, as well as a number of neat hiking trails.",7.00
Yorkville,Illinois,Silver Springs State Park,-82.055371,29.217813,http://www.tripleblaze.com/trail.php?c=3&i=1819,"Silver Springs State Fish and Wildlife Area was one of five new state parks opened in northern Illinois from 1969-1971. As part of more than 20,000 acres (80.94 km2) added to the Illinois state park system during this period, Silver Springs opened to alleviate traffic at other state parks in the area. At the time, the Illinois Department of Natural Resources (IDNR), which oversees the state park system, was attempting to provide the Chicago area with the most state park facilities in Illinois.  The spring is located along the hiking trail.&lt;br /&gt;<br />&lt;br /&gt;<br />http://en.wikipedia.org/wiki/Silver_Springs_State_Park",6.00
Dunellon,Florida,Big Cypress Boardwalk Trail,-82.62008,29.22539,http://www.tripleblaze.com/trail.php?c=3&i=4807,"Just a short little trail that takes you from oak hammock to crypress hammock, then on a boardwalk to acouple real big crypress trees at the end of the boardwalk.",0.00
Stevens Point,Wisconsin,Green Circle State Trail,-81.041168,29.242032,http://www.tripleblaze.com/trail.php?c=3&i=5761,"Walking, running and jogging are allowed on all sections of the Green Circle State Trail. The surface of the trail varies by section and can be crushed stone, asphalt, wood chips, boardwalks, sidewalks or roadways.",31.00
Ocala,Florida,Ocala National Forest,-81.778144,29.254242,http://www.tripleblaze.com/trail.php?c=3&i=1019,"The Ocala National Forest is located in central Florida between the Ocklawaha and St. Johns Rivers. The Forest is approximately 383,000 acres and is the southernmost forest in the continental United States. The Ocala National Forest is rich in water resources with more than 600 lakes, rivers, and springs.&lt;br /&gt;<br />&lt;br /&gt;<br />Four major natural springs of crystal clear water are located in the popular of Juniper Springs, Salt Springs, Alexander Springs and Silver Glen Springs Recreation Areas. The Forest hosts a variety of major recreation, scenic and historic areas. The recreation activities are as diverse as the environment, from canoeing in wilderness waterways, swimming in crystal clear constant 72Ã‚Â° springs, year-round camping, picnicking, fishing, birding, hiking, bicycling, horseback riding and four-wheeling. &lt;br /&gt;<br />",70.00
Grand Isle,Louisiana,Grand Isle State Park,-89.965837,29.254924,http://www.tripleblaze.com/trail.php?c=3&i=4103,"Grand Isle State Park is a fisherman's dream. The park is home to over 280 species of fish, which attract thousands for competitors for the Tarpon Rodeo every July. The park is located on one of the most popular barrier islands off the coast of Louisiana. Swimmers love the warm waters, bird watchers enjoy the opportunity to see their favorite species and other visitors love to relax on the brilliant beaches.<br /><br />The park offers a two and a half mile nature trail for hikers and wildlife observers alike.",2.00
Silver Springs,Florida,Equestrian Trail,-82.0558,29.26726,http://www.tripleblaze.com/trail.php?c=3&i=8560,"There's a mix of longleaf pines, sand post oaks &amp; turkey oaks.",11.00
Silver Springs,Florida,Equestrian Trail,-82.05459,29.26895,http://www.tripleblaze.com/trail.php?c=3&i=8561,"It has rolling sandhills &amp; pastures with a Mox of longleaf pines, sand post oaks &amp; turkey oaks.",11.00
Silver Springs,Florida,Bear-N-Oak,-82.05676,29.2713,http://www.tripleblaze.com/trail.php?c=3&i=8559,"It has rolling sandhills dotted with sinkholes, depression marshes &amp; mesic flatwoods.",1.00
Big Bend National Park,Texas,Big Bend National Park,-103.2116,29.288151,http://www.tripleblaze.com/trail.php?c=3&i=3060,"Big Bend is a hiker's paradise containing the largest expanse of roadless public lands in Texas. More than 150 miles of trails offer opportunities for day hikes or backpacking trips. Elevations range from 1,800 feet along the Rio Grande to 7,832 feet on Emory Peak in the Chisos Mountains. Elevation changes produce an exception variety of plants, animals, and scenic vistas. Generally, hikers can expect a 20Â°F temperature difference between low and high elevation hiking areas.&lt;br /&gt;<br />Source: National Park Service",0.00
Otter Creek,Florida,Devil's Hammock,-82.73787,29.35151,http://www.tripleblaze.com/trail.php?c=3&i=4809,"It's mostly cypress swamp. There is a red loop that goes from the check station around the swamp &amp; back to the check station, there is a blue trail that cuts the red loop in half. There is also a yellow trail that runs you out to the creek &amp; ends.",7.00
Ormond Beach,Florida,Bulow Creek,-81.13135,29.38808,http://www.tripleblaze.com/trail.php?c=3&i=1877,"Bulow Creek features 7 miles of hiking trails near Ormond Beach, FL.",7.00
Presidio,Texas,Big Bend Ranch State Park,-103.999764,29.411334,http://www.tripleblaze.com/trail.php?c=3&i=5533,"Trails provide the only means of accessing many areas within Big Bend Ranch State Park, and allow visitors an intimate rapport with the outdoors. With an extensive network of interconnected multiuse trails, the system strives to capture the spirit of the land by offering trails that are historical, scenic and educational, and offer varying levels of accessibility and challenge to people of all ages and abilities.",0.00
Citra,Florida,Orange Creek Restoration Area (South),-82.06374,29.42953,http://www.tripleblaze.com/trail.php?c=3&i=8200,"The Orange Creek Restoration Area is located within the Orange Creek Basin, an area that has been hydrologically altered, with varying impacts to the water and natural resources, since the beginning of the 20th century. From the 1940s until the District purchased it in 1998, the land had been used for farming. Currently the property includes a combination of restored wetlands, timberlands, pastures, and wet prairies and other wetlands. Water from Orange Creek flows to the Ocklawaha River. Natural communities characteristic of the property include mesic flatwoods, floodplain swamp, floodplain marsh and depression marsh. There is three loop trails with connector trails between the loops.",8.00
Welaka,Florida,John's Landing,-81.65701,29.45261,http://www.tripleblaze.com/trail.php?c=3&i=8185,"You can find an abundance of longleaf pines, slash pines and pond pine. Hammocks (shady places) can be found in wet, moderately wet and dry areas throughout the forest. Sandhills are open habitats dominated by longleaf pines and wiregrass.",5.00
Welaka,Florida,Education Trail,-81.65695,29.45288,http://www.tripleblaze.com/trail.php?c=3&i=8182,"Small loop trail, that's an interpretive trail.",1.00
Del Rio,Texas,Amistad National Recreation Area,-100.975744,29.461996,http://www.tripleblaze.com/trail.php?c=3&i=3183,"Amistad National Recreation Area offers hikers a number of trails to explore, whether you are interested in just a short walk or a more ambitious hike.&lt;br /&gt;<br />A short interpretive nature trail can be found at Diablo East. Here you will learn about a variety of plants and enjoy sweeping views of Lake Amistad.&lt;br /&gt;<br />The Sunrise Trail is 2.1 miles long and connects the park Visitor Center with Spur 454. Located on the old Brite Ranch, you will see a large variety of plants and birds while hiking.&lt;br /&gt;<br />At the Pecos, you will find a short interpretive nature trail and a more adventurous trail that goes down a cliff along the Pecos River.&lt;br /&gt;<br />The Figueroa Trail is a series of trails that comprise the longest trails in the recreation area. Located on the old Figueroa Ranch, these rolling trails will take you through desert and shrubland plants, while providing views of the lake and the dam. &lt;br /&gt;<br />Source: National Park Service",0.00
Welaka,Florida,Mud Spring,-81.66505,29.46849,http://www.tripleblaze.com/trail.php?c=3&i=8181,Trail takes you down to the Mud Spring. Also has a pavillion &amp; grills by the spring.,2.00
Flagler Beach,Florida,Graham Swamp,-81.16157,29.50826,http://www.tripleblaze.com/trail.php?c=3&i=168,"Graham Swamp features 5 miles of hiking trails near Flagler Beach, FL.",5.00
San Antonio,Texas,Op Schnabel Park,-98.64081,29.53481,http://www.tripleblaze.com/trail.php?c=3&i=79,"Op Schnabel Park features 20 miles of hiking trails near San Antonio, TX.",20.00
Cross Creek,Florida,Longleaf Flatwoods Reserve,-82.18969,29.55418,http://www.tripleblaze.com/trail.php?c=3&i=8201,"The area is a diverse area of intact natural communities within the Lochloosa Wildlife Conservation Area. The uplands are comprised mainly of wet and mesic flatwoods and sandhill, portions of which were significantly affected by prior southern pine beetle salvage harvests, and these areas are in various stages of restoration. Several small wetlands drain to the southwest into a larger basin swamp. This swamp drains to the River Styx, which in turn drains to Orange Lake. The District and Alachua County purchased the property to aid protection of the Orange Creek and Ocklawaha River basins and to further the goals of the Alachua Forever program. There is three loop trails with connector trails.",6.00
Micanopy,Florida,Bolen Bluff Trail,-82.32982,29.5568,http://www.tripleblaze.com/trail.php?c=3&i=2369,"Bolen Bluff Trail features 3 miles of hiking trails near Micanopy, FL.",3.00
San Antonio,Texas,McAllister Park,-98.44844,29.5598,http://www.tripleblaze.com/trail.php?c=3&i=80,"McAllister Park features 25 miles of hiking trails near San Antonio, TX.",25.00
San Antonio,Texas,Baumberger,-98.63043,29.56036,http://www.tripleblaze.com/trail.php?c=3&i=2214,"Baumberger features 4 miles of hiking trails near San Antonio, TX.",4.00
Satsuma,Florida,Murphy Creek Conservation Area,-81.65861,29.5679,http://www.tripleblaze.com/trail.php?c=3&i=8187,"The Murphy Creek Conservation Area is predominantly hardwood swamps associated with Murphy Creek and the St. Johns River. The limited uplands contain sandhill, flatwoods and hardwood hammock.",2.00
San Antonio,Texas,Government Canyon State Natural Area,-98.774472,29.576406,http://www.tripleblaze.com/trail.php?c=3&i=457,"Government Canyon features 0 miles of hiking trails near San Antonio, TX.",0.00
Gonzales,Texas,Palmetto State Park,-97.585415,29.587768,http://www.tripleblaze.com/trail.php?c=3&i=5574,Beautiful hikes!,0.00
Concan,Texas,Garner State Park,-99.740748,29.589142,http://www.tripleblaze.com/trail.php?c=3&i=5550,Great hiking area.,7.00
Gainesville,Florida,Marsh Trail,-82.18135,29.58999,http://www.tripleblaze.com/trail.php?c=3&i=8204,"It's a loop trail through the mesic flatwoods, with an observation point at the basin marsh.",1.00
Gainesville,Florida,Phifer Flatwoods Preserve,-82.18976,29.59138,http://www.tripleblaze.com/trail.php?c=3&i=8202,"There is three different trails, trails go through mesic flatwoods, basin marsh &amp; pines.",3.00
San Antonio,Texas,Mud Creek,-98.43847,29.59263,http://www.tripleblaze.com/trail.php?c=3&i=7899,"Mud Creek is a 7 mile hiking trail in San Antonio, Texas.",7.00
Gainesville,Florida,Swamp Trail,-82.17141,29.59393,http://www.tripleblaze.com/trail.php?c=3&i=8203,"It's a loop trail through the mesic flatwoods, with an observation point at the basin marsh.",1.00
Gainesville,Florida,Turpentine Loop,-82.20463,29.59448,http://www.tripleblaze.com/trail.php?c=3&i=8205,"Trail is through dense pine plantation &amp; mesic flatwoods, interspersed with depression marshes.",1.00
